Bus_id,Zone_id,Load_share_old,Demand (MW)_old,Load_share_new,Demand (MW)_new,delta_share,abs_delta_share,delta_demand_mw
B602,50Hertz,0.0088282416198909,148.4100690709121,0.0035648479809641,59.92805338383168,-0.005263393638926799,0.005263393638926799,-88.48201568708042
B387,TransnetBW,0.0068213900551481,66.22717069791942,0.0015712822576964,15.255186619410768,-0.0052501077974517,0.0052501077974517,-50.971984078508655
B360,50Hertz,0.006230015835562,104.73173710894127,0.0009886778602862,16.620495434035934,-0.0052413379752758,0.0052413379752758,-88.11124167490534
B571,TenneT,0.0054070936782246,123.87002765571192,0.0001662233150163,3.807976679046779,-0.0052408703632083,0.0052408703632083,-120.06205097666515
B201,50Hertz,0.0075969565390188,127.7111448948337,0.0023614043045974,39.69716632585588,-0.0052355522344214,0.0052355522344214,-88.01397856897782
B680,TransnetBW,0.0069261561763196,67.24431877684323,0.0016982021799812,16.487420414893037,-0.005227953996338399,0.005227953996338399,-50.75689836195019
B494,Amprion,0.005219713051358,142.07928432970448,2.068649150055048e-05,0.5630811270221089,-0.00519902655985745,0.00519902655985745,-141.51620320268236
B182,TenneT,0.0052144892741616,119.45769188391527,1.566277503708678e-05,0.3588153807696136,-0.005198826499124513,0.005198826499124513,-119.09887650314566
B77,TenneT,0.0051933652023507,118.97376474761312,7.83138751854339e-06,0.1794076903848068,-0.005185533814832157,0.005185533814832157,-118.79435705722831
B719,TenneT,0.0060934539118382,139.5937169755199,0.0009170005078807,21.007381234938403,-0.0051764534039575,0.0051764534039575,-118.58633574058149
B735,TransnetBW,0.0051674897941522,50.16986653897538,2.2896112581072945e-05,0.2222926330214919,-0.005144593681571127,0.005144593681571127,-49.94757390595389
B206,TransnetBW,0.0051674897941522,50.16986653897538,2.2896112581072945e-05,0.2222926330214919,-0.005144593681571127,0.005144593681571127,-49.94757390595389
B550,50Hertz,0.0079017202852774,132.83447642335014,0.0027696634253969,46.56034100156556,-0.0051320568598804996,0.0051320568598804996,-86.27413542178458
